Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_11/394b32c0_6738_44a6_a264_a3b700bd48fd/preview_00054202_001.jpg,mancala-board,"No: Af1963,17.1.a",,,,"Mancala board (in form of crocodile) made of wood, tin.",,,,,Ekoi,,,,,Found/Acquired: Port Harcourt (?),wood; tin,,,carved,"Height: 19 centimetres a ; Height: 1.40 centimetres b; largest ; Height: 1.30 centimetres b; smallest ; Width: 85.10 centimetres a ; Width: 1.80 centimetres b; largest ; Width: 1.50 centimetres b; smallest ; Depth: 17.80 centimetres a ; Depth: 2 centimetres b; largest ; Depth: 1.80 centimetres b; smallest ",,"Register addition ""Nigeria"" From acquisition ""Lagos"" From acquisition ""Port Harcourt"".
Register addition ""Ekoi"".",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,crocodile,,,,,Donated by: Mrs E M Gibb,,,,1963,,,"Africa, Oceania and the Americas",,"Af1963,17.1.a",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_20/458a8cf5_dcf2_4c5c_9819_a3ba014dfc2c/preview_00258702_001.jpg,mancala-board,"No: As1997,09.3",,,,"Mancala (pallankuli) board; carved of wood; two pieces of wood, each carved in the shape of a fish, joined together with metal hinges; outside carved with flowers and curvilinear designs; inside of each piece carved with eight round cavities and floral and curvilinear designs.",,,,,,,,1990s,Made in: Kochi,,wood; metal,,,carved,Height: 2.50 centimetres open ; Height: 5.50 centimetres; Weight: 832 grammes; Width: 40 centimetres; Depth: 24.50 centimetres open ; Depth: 13 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,fish,,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,09.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_23/5d9cd319_b4ed_484d_8023_a3dc0181b886/preview_01336159_001.jpg,mancala-board,"No: Af1954,23.192",,,,"Carved wood mancala board, a human head projects from one end of the board which is supported on carved human and animal figures.",,,,,Yoruba,,,,,Found/Acquired: Abeokuta,wood,,,,Height: 14.50 centimetres; Width: 60.70 centimetres; Depth: 24.70 centimetres,,"Register 1954
Carved wood mancala board, a human head projects from one end of the board which is supported on carved human and animal figures.
Mancala board. In the style of Abeokuta.",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,,,,,,Donated by: Wellcome Institute for the History of Medicine,,,,1954,,,"Africa, Oceania and the Americas",,"Af1954,23.192",Previous owner/ex-collection number: 28915 (Wellcome Collection Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/16e48c8a_e943_4475_99be_a3ba01453d24/preview_00256277_001.jpg,mancala-board,"No: As1997,21.4",,,,"Mancala (pallankuli) board; carved of wood; two pieces of wood, each carved in the shape of a fish, joined together with metal hinges; eye and scales carved on outside; inside of each piece carved with seven round cavities; metal hook screwed to one piece to hold board closed (nail on opposite piece missing).",,,,,,,,1990s,Made in: Kochi,,wood; metal,,,carved,Height: 4.50 centimetres; Height: 9 centimetres; Weight: 1215 grammes; Width: 51.50 centimetres; Depth: 15.30 centimetres; Depth: 7.50 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,fish,,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,21.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/8f3c6eb0_9c92_4be2_aebd_a3ba01443938/00256066_001.jpg,mancala-board,"No: As1996,33.3",,,,"Mancala board; carved of wood; two rectangular pieces of wood joined together with two metal hinges, inside of each piece carved with seven large round cavities; metal hook attached to side of one piece of wood, metal nail in opposite piece of wood to hold board closed.",,,,,,,,1990s,Made in: Tartus;  Retailed in: Aleppo,,wood; metal,,,carved,Length: 5 centimetres; Weight: 460 grammes; Width: 51.50 centimetres; Depth: 7.50 centimetres,,"See Gupta, Hem Ch. Das. ""Notes on a Type of Sedentary Game prevalent in many parts of India."" In: Journal of the Asiatic Society of Bengal. New Series. 1923: XIX, 71-74.",,Not on display,,,,,,,,,Funded by: British Museum Society Board Game Fund,,,1996,Cost for entire collection.,,Middle East,,"As1996,33.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_16/047bb611_f662_420c_bd0e_a3da011004b1/preview_01215747_001.jpg,mancala-board,"No: 2008,6027.1",,,,"Wooden game-board for the game of mancala; rectangular with one rounded end, perforated, face carved with two by seven arrangement of circular lathe-turned holes, each with a central depression at the centre from the action of the lathe; decorated with drilled dotted circles between the holes; covered with brown varnish; used and scratched from extensive use and wear.",,,,,,,,20thC,Made in: Damascus (?),Found/Acquired: Palmyra,wood,,,carved; perforated; varnished,"Diameter: 5.70 centimetres holes for playing ; Length: 58.20 centimetres; Weight: 1.52 kilograms; Thickness: 3.40 centimetres; Width: 14.50 centimetres; Depth: 2.30 holes for playing ",,"Identical examples seen by the collector being made in Syria, e.g. by one Abdur-Rahman Qasum (b. 1964) on ""Straight Street"", Damascus, 17 June 1996; created for local use rather than for the tourist market. Moreover, an early 20thC postcard seen by one staff member (Simpson) shows men playing this game in Syria.",,On display (G42/dc12),,used and scratched from extensive use and wear,,,,,,Donated by: Dr St John Simpson,,,,2008,"Acquired by the donor at Palmyra in Syria, June 1996.",,Middle East,,"2008,6027.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_11/13_8/3842796e_0bf8_4250_857e_ab04009128aa/preview_EAF23209_3Q.jpg,mancala-board,"No: Af1957,08.1",,,,"Mancala board, game-board; carved from wood. 2 x 6 square playing holes and two circular end holes. Decorated with guilloche patterns on one side and stylized Portugese heads on other.",,,,,Edo,,,16thC-19thC (circa),Made in: Benin City,Found/Acquired: Benin City,wood,,,carved,Height: 5.80 centimetres; Width: 65.20 centimetres; Depth: 13.20 centimetres,,"Register 1957:
""Wooden carved mancala board, with guilloches on one side & ? stylised Portuguese heads onm the other. Collected at BENIN, S. NIGERIA in 1897.""",,Not on display,,Good.,european,,,,,Donated by: Rear-Adm Brian Egerton,,,,1957,,"Looted during British expedition to Benin City, 1897.","Africa, Oceania and the Americas",,"Af1957,08.1",Previous owner/ex-collection number: 27 (Egerton list 1957),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/690b8522_6537_4e47_9de2_a3ba013c14f4/preview_00253701_001.jpg,mancala-board,"No: As1996,30.1",,,,"Mancala (pallankuli) board; carved of wood; two pieces of wood, each carved in the shape of a fish, joined together with metal hinges; eye, mouth and gill of fish carved; inside of each piece carved with seven round cavities and a fish-shaped cavity; Arabic characters carved on side of one fish.",,,,,,,,1990s,Made in: Kochi,,wood; metal,,,carved,Height: 5 centimetres closed ; Height: 2.60 centimetres open ; Weight: 1207 grammes; Width: 47 centimetres; Depth: 12.50 centimetres; Depth: 24.70 centimetres,,"The game is played using tamarind stones, small pebbles or cowrie shells. Boards in the shape of fish occur frequently in southern India and Sri Lanka. The coastal location and the local reliance on fishing as a principal means of livelihood may partly explain this. Concerns with fertility may also be reflected in the use of fish-shaped boards. Games may be played on special occasions or at propitious times of the year in the hope of ensuring a good crop of fish and thus the well-being and prosperity of the local people. See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,fish,,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1996,Cost for entire collection.,,Asia,,"As1996,30.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_15/67d7f235_59a9_417f_bc92_a3b6010165de/preview_00019392_001.jpg,mancala-board,"No: Af1939,07.31",,,,Wooden mancala-board in form of a crocodile with 12 playing holes along the back; painted bright red and yellow and black.,,,,,Yoruba; Hausa,,,,Made in: Nigeria,Found/Acquired: Ijebu Ode,wood,,,carved; painted,Height: 19.20 centimetres; Width: 78.50 centimetres; Depth: 20.20 centimetres,,,,Not on display,"Exhibited:
1991 BM, G88, 'Board Games around the World'
1997, London, Museum of Mankind (Room 2), 'Count and Capture'
2005 22 Jan-16 Jun, Wallsend, Segedunum Roman Fort, Baths and Museum, Across the Board 
2005 23 Jul-17 Sep, Exeter, Royal Albert Memorial Museum, Across the Board 
2005 1 Oct-31 Dec, Gosport, Discovery Centre, Across the Board 
2006 28 Jan-1 May, Leicester, New Walk Museum & Gallery, Across the Board 
2006 26 May-3 Sep, Lincoln, City and County Museum, Across the Board 
2006-2007 23 Sep-21 Jan, Luton Museum, Across the Board",,crocodile,,,,,Donated by: H M Brice Smith,,,,1939,,,"Africa, Oceania and the Americas",,"Af1939,07.31",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/c2c3d274_294d_4263_a838_a3ba01452e18/preview_00256268_001.jpg,mancala-board,"No: As1997,21.10",,,,"Mancala (pallankuli) board; carved of wood; two pieces of wood, each carved in the shape of a fish, joined together with metal hinges; eye, mouth, gill and scales carved on outside of each piece; inside carved with seven round cavities and one hourglass-shaped cavity near tail; traces of paint remain on outside.",,,,,,,,1990s,Made in: Kochi,,wood; metal,,,carved; painted,Height: 9.70 centimetres closed ; Height: 19 centimetres open ; Weight: 1188 grammes; Width: 43.70 centimetres; Depth: 3.20 centimetres; Depth: 5.90 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,fish,,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,21.10",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/cd89e5c2_8bc9_4bdd_ab0d_a3ba01455157/preview_00256290_001.jpg,mancala-board,"No: As1997,21.9",,,,"Mancala (pallankuli) board; carved of wood; two pieces of wood, each carved in the shape of a fish, joined together with metal hinge; strips of brass nailed on for eyes, around gills and fins and around outside of tail; inside of each piece carved with seven round cavities and one ovoid cavity.",,,,,,,,1990s,Made in: Kochi,,wood; metal; brass,,,carved,Height: 12.80 centimetres closed ; Height: 24.70 centimetres; Weight: 898 grammes; Width: 46.50 centimetres; Depth: 3.20 centimetres; Depth: 6 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,fish,,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,21.9",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/11_9/46347bde_5530_4833_bfe2_a3e000993158/preview_01570721_001.jpg,mancala-board,"No: Af1972,14.246",,,,"Game board (for cisolwa, mancala) made of iron (galvanised).",,,,,Lala,,,,,Found/Acquired: Zambia,iron,,,,Height: 2.70 centimetres; Width: 71.60 centimetres; Depth: 29.10 centimetres,,"Register addition ""Lala"".",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,,,,,,Purchased from: Fr Jean Jacques Corbeil,,,,1972,,,"Africa, Oceania and the Americas",,"Af1972,14.246",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_0/5fb1f871_9e6d_4fa8_ae7c_a3d600102aaa/preview_01038391_001.jpg,mancala-board,"No: Af1953,25.10",,,,"Mancala ('warri') game board amde of wood. Two-row board with six playing holes on each side, two large storage holes at either end. Central columnar storage compartment for the counters. The board is supported upon four fixed wheels and is painted a blue-green colour. 36 cowrie shells counters, two black beans and one bone.",,,,,,,,20thC,Made in: Sierra Leone,Found/Acquired: Sierra Leone,wood; cowrie shell; bean; bone,,,carved; painted,Height: 25 centimetres; Weight: 68 grammes game pieces ; Width: 22.50 centimetres; Depth: 63 centimetres,,"Mancala is an ancient game still played across Africa, Asia, the West Indies, parts of South America and the Middle East. The game's popularity may partly stem from the fact that it is easy to play anywhere. The pieces are seeds, shells or whatever comes to hand, and the boards can be dug into the sand or dirt, or even carved into rock. Wood is a popular material, partly because of the satisfying noise that 'sowing' the pieces into the holes makes. Unlike chess, mancala is not a quiet game, and the noise of play is often accompanied by the shouts of the players.
Two players or teams take it in turns to drop their pieces into the holes, moving them around the board in a set direction; the name 'mancala' comes from an Arabic verb meaning 'to move'. The aim is to capture as many of their opponent's pieces as possible.
Two-row mancala is the most popular version of the game and the easiest to play, but there are also three- and four-row boards. The name mancala is a generic term - the game actually goes by numerous different local names, and has a wide variety of playing rules. The two best-known versions are ayo, played in Nigeria, and wari, which is played across West Africa and the Caribbean. 
Boards from Sierra Leone are noted for their decorative openwork bases. These are clearly more time-consuming to make and more expensive to buy and may be regarded as prestigious objects owned by people of high social status.; Register 1953:
Wooden carved mancala board with 12 holes and two end holes, painted bluish green,  with storage column in centre holding cowrie shell counters, and also supported by four wheels.
SIERRA LEONE.",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,,,,,,Donated by: Miss G Smyly,,,Previous owner/ex-collection: Sir P Crampton Smyly,1953,"Collection made by the donor’s father, Sir P.Crampton Smyly, formerly Chief  Justice of Sierra Leone  (1909-1911) and of the Gold Coast Colony (1911-1929).",,"Africa, Oceania and the Americas",,"Af1953,25.10",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_19/0b7bac18_973b_4779_b380_a3de0147346f/preview_01467527_001.jpg,mancala-board,"No: As1997,07.1",,,,"Mancala (Dakon) board; carved of wood; rectangular piece of wood with four legs attached on bottom, each small end carved to resemble dragon? head, with body carved down sides; with eight circular cavities carved on backs of dragons with rectangular ridge around cavities; heads painted black with green lips and red tongues; cavities alternate red and green with black border.",,,,,,,,1990s,Made in: Java,,wood,,,carved; painted,Height: 12.30 centimetres; Weight: 1.20 kilograms; Width: 45.30 centimetres; Depth: 9.60 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,dragon (?),,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,07.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_17/267785f9_e445_4385_b781_a3da011aa7cb/preview_01219273_001.jpg,mancala-board,"No: As1897,0318.5",,,,"Half of carved ivory mancala-board, oblong shape, with line of seven circular depressions.",,,,,,,,,,Found/Acquired: India,ivory,,,carved,Height: 3 centimetres; Length: 35 centimetres; Weight: 900 grammes; Depth: 7 centimetres,,"British and Medieval Dept. Register,v. ,p.204: acquired by Franks at Sotheby's Sale, March 1st [1897 ?]; no provenance given. Attached label ""AWF. India"".
Ethno.Dept. Temporary Register,1861-1921,p.81: no specific details.",,Not on display,,,,,,,,Donated by: Sir Augustus Wollaston Franks,,,,1897,,,Asia,,"As1897,0318.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/11_10/5911e6d0_ec89_4266_8095_a3e000a73294/preview_01574718_001.jpg,mancala-board,"No: Af1972,14.244",,,,"Game board (for cisolwa, mancala) made of wood.",,,,,Bemba,,,,,Found/Acquired: Kayambi,wood,,,,Height: 1 centimetres seed average ; Height: 12 centimetres; Width: 1 centimetres seed average ; Width: 120 centimetres; Depth: 1 centimetres seed average ; Depth: 16.50 centimetres,,"Register addition ""Kayambi"".
Register addition ""Bemba"".
On top of Rack 8.",,Not on display,"Exhibited:
1983-1986, London, Museum of Mankind (Room 9), 'Bemba'",,,,,,,Purchased from: Fr Jean Jacques Corbeil,,,,1972,,,"Africa, Oceania and the Americas",,"Af1972,14.244",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/8a638e57_5474_48e4_8813_a3ba01441f6c/preview_00256059_001.jpg,mancala-board,"No: As1996,33.1",,,,"Mancala board; carved of apricot wood; two rectangular pieces of wood with rounded ends joined together with three metal hinges, diamond-shaped notch at one end; inside of each piece carved with seven large round cavities surrounded by smaller round cavities with mounds at centre; metal clasp attached to side to hold board closed.",Made by: Abdul Rahman Qasum,,,,,,,17 June 1996,,Found/Acquired: Damascus,wood; metal,,,carved,Height: 5.50 centimetres; Weight: 1.16 grammes; Width: 61.50 centimetres; Depth: 8 centimetres,,"See Gupta, Hem Ch. Das. ""Notes on a Type of Sedentary Game prevalent in many parts of India."" In: Journal of the Asiatic Society of Bengal. New Series. 1923: XIX, 71-74.",,Not on display,,,,,,,,,Funded by: British Museum Society Board Game Fund,,,1996,Cost for entire collection.,,Middle East,,"As1996,33.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_19/ec5070d6_c53d_4ba7_9dc6_a3de014732d8/preview_01467526_001.jpg,mancala-board; game-piece,"No: As1997,06.1.a-b",,,,"Mancala board (with game pieces); a) board carved of wood: rectangular piece of wood with bevelled edges; painted red and decorated with white and orange flowers and curvilinear designs; top of piece carved with round cavity at either end, with ten ovoid cavities between, painted with small white and orange flowers and large red flowers with green leaves; white sticker reading ""MADE IN INDONESIA"" in black stuck on bottom; b) game pieces made of pottery: fifty round pieces of pottery with perforated designs.",,,,,,,,1990s,Made in: Java,,wood; pottery,,,carved; painted,"Diameter: 0.80 centimetres game pieces b (each piece) ; Height: 2.90 centimetres mancala board a ; Weight: 0.10 grammes game piece b (each piece) ; Weight: 522 grammes mancala board a ; Width: 49 centimetres mancala board a ; Depth: 11.30 centimetres mancala board a ",,"The design painted on the board resembles Javanese batik textiles. See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,flower,,,,,Donated by: Paul Bromberg,,,,1997,,,Asia,,"As1997,06.1.a-b",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_14/63e3c089_f8d6_4b06_945e_a3c100ea5a49/preview_00657314_001.jpg,mancala-board,"No: Af1953,25.9",,,,"Mancala ('warri') board made of wood. Boat-shaped. Two rows of six playing holes; triangular storage hole at one end, rectangular storgae hole at other. Stand of board has space for storing the counters.",,,,,,,,20thC,,Found/Acquired: Sierra Leone,wood; cotton,,,carved,Height: 16 centimetres; Width: 15 centimetres; Depth: 62 centimetres,,,,Not on display,,,,,,,,Donated by: Miss G Smyly,,,Previous owner/ex-collection: Sir P Crampton Smyly,1953,"Collection made by the donor’s father, Sir P.Crampton Smyly, formerly Chief  Justice of Sierra Leone  (1909-1911) and of the Gold Coast Colony (1911-1929).",,"Africa, Oceania and the Americas",,"Af1953,25.9",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_20/1c0126f8_6c6f_429a_918a_a3ba014df4c0/preview_00258697_001.jpg,mancala-board,"No: As1997,44.1",,,,"Mancala (pallankuli) board; carved of wood; rectangular piece of wood with two legs carved on underside near short sides; top carved with six small round cavities and one large round cavity at either end, curvilinear border carved around outside edge; stained red.",,,,,,,,1990s,Made in: Rajasthan,,wood,,,carved; stained,Height: 10 centimetres; Weight: 2.86 kilograms; Width: 63.50 centimetres; Depth: 15.50 centimetres,,"See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,,,,,,Purchased from: Michael Mark,Funded by: British Museum Society Board Game Fund,,,1997,Cost for this and 1997 Af 23.1.,,Asia,,"As1997,44.1",,,
,mancala-board,"No: Af1952,07.211",,,,"Register 1952:
Wooden carved mancala board with thirty-two holes in four rows on a pedestal base.",,,,,,,,,,Found/Acquired: Uganda,wood,,,carved,Height: 23.20 centimetres; Width: 56.50 centimetres; Depth: 34.30 centimetres,,"Register 1952:
Wooden carved mancala board with 32 holes in 4 rows on a pedestal base.
211&212. Mancala boards, the game is called MWESO in UGANDA. (HJR Murray, Board Games p.213-223, H.J.Braunholtz, Man [""Man"" underlined] 1931, 132, 143)
83,116,169-225: UGANDA,  E.AFRICA
1-Large series, chiefly from W.Africa & Uganda, dating from 1880 onwards.
Register 1952 later addition [after ""...132,143)]:
With bag of 64 nuts.",,Not on display,,,,,,,,Purchased from: Church Missionary Society,,,,1952,,,"Africa, Oceania and the Americas",,"Af1952,07.211",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_14/1155f64d_0948_491c_8427_a3c100eba64a/preview_00657945_001.jpg,mancala-board,"No: Af1968,14.1",,,,"Mancala board; carved of wood; board in the form of boat on wheels; twelve round cavities carved on top, triangular cavity carved on either end; nine smaller holes carved between larger rows of holes, plugged with wooden stoppers; lathe-turned handle on underside of one end of board; rectangular base with four wheels; geometric pattern carved along side of board.",,,,,,,,,,Found/Acquired: Sierra Leone (?),wood,,,carved; lathe-turned,Height: 18 centimetres; Width: 16.50 centimetres; Depth: 64 centimetres,,,,Not on display,,Four wooden stoppers missing from top of board; two wheels missing.,,,,,,Donated by: Miss B Goshawk,,,,1968,,,"Africa, Oceania and the Americas",,"Af1968,14.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_20/61dd7036_6d97_4c30_822b_a3ba014df5f0/preview_00258698_001.jpg,mancala-board,"No: As1997,07.3",,,,"Mancala (Dakon) board; carved of wood; roughly rectangular piece of wood carved with fourteen small round cavities and one large round cavity either end; human figure with monkey? face seated cross-legged at each end, holding sides of board; tray painted red on sides, green inside cavities; figure blue with gold markings, white face, green pants with white stripes and black and yellow dots.",,,,,,,,1990s,Made in: Yogyakarta (district),,wood,,,carved; painted,Height: 22.50 centimetres; Weight: 2.42 kilograms; Width: 72.50 centimetres; Depth: 15 centimetres,,"The names given to the holes, ""rice-fields"", and to the end holes, ""storage sheds"", reflect the agricultural occupations of many of the people of Java. This symbolism continues in the form of terminology and strategy used during play. Empty holes are ""fallow land"" which a skillful player will not allow to remain unoccupied for long. These fields will be sown with seeds to render them fertile again. An opponent may also sow seeds into these fallow fields, thus helping to tend his neighbour's land. See De Voogt, Alexander J. Mancala Board Games. London: British Museum Press, 1997.",,Not on display,,,mammal (?),,,,,Purchased from: Henry Brownrigg,Funded by: British Museum Society Board Game Fund,,,1997,Cost for entire collection.,,Asia,,"As1997,07.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/cbceba9d_3228_494e_92f4_a3ba013f70b4/preview_00254790_001.jpg,mancala-board,"No: Af1954,23.193",,,,"Carved wood mancala board supported by four equestrian figures which are carved separately and connected to the mancala board by metal rods and nailed to a flat stand, the fastenings have come apart. The kneeling figure of a woman holding a child remains nailed to the stand.",,,,,Yoruba,,,,,Found/Acquired: Nigeria,wood; metal,,,,Height: 53 centimetres; Width: 64 centimetres; Depth: 24 centimetres,,"Carved wood mancala board supported by four equestrian figures which are carved separately and connected to the mancala board by metal rods and nailed to a flat stand, the fastenings have come apart. The kneeling figure of a woman holding a child remains nailed to the stand.; Bought from Stevens, 8 or 9 /12/1928, lot 286 for £6.10.0.",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",Borken.,,,,,,Donated by: Wellcome Institute for the History of Medicine; Purchased through: Stevens' Auction Rooms Ltd,,,,1954,,,"Africa, Oceania and the Americas",,"Af1954,23.193",Previous owner/ex-collection number: 50914 (Wellcome Collection number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_11/1673abd1_bfca_4031_931b_a3c000bddfdc/preview_00549415_001.jpg,mancala-board; stopper; game-piece,"No: Af1923,0206.10.a-am",,,,Mancala-board (a); carved of wood; boat-shaped with square-shaped hollow pedestal support. Arms extend from underneath board to sides of pedestal. Two-row board with six playing  holes on each side; larger storage hole at either end. Storage container stopper (b) made of wood. Stopper and pedestal carved with geometric designs. Thirty-seven playing pieces (c-bm) made of beans.,,,,,,,,1900-1923 (circa),Made in: Sierra Leone (?),Found/Acquired: Sierra Leone (?);  Found/Acquired: Liberia (?),wood; bean,,,carved,"Height: 17 centimetres a+b ; Height: 8.50 centimetres b ; Height: 0.90 centimetres max: c-am ; Height: 0.90 centimetres min: c-am ; Width: 68 centimetres a ; Width: 3 centimetres b ; Width: 1.90 centimetres max: c-am ; Width: 1.40 centimetres min: c-am ; Depth: 14.50 centimetres a ; Depth: 3 centimetres b ; Depth: 2.30 centimetres max: c-am ; Depth: 1.50 centimetres min: c-am ",,"Bill Hart [personal communication, 19 May 2010] identified this as possibly being from Sierra Leone.",,Not on display,"Exhibited:
1991 BM, G88, 'Board Games around the world'
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,,,,,,Donated by: Miss Hirst,,,,1923,,,"Africa, Oceania and the Americas",,"Af1923,0206.10.a-am",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_23/70b0cff2_1184_43d8_a3eb_a3dc0181b043/preview_01336156_001.jpg,mancala-board,"No: Af1951,05.1",,,,"Wooden carved mancala-board; carved with twelve holes in two rows, ending in human head, and with the holes much grooved and worn by use",,,,,Yoruba,,,,,Found/Acquired: Nigeria,wood,,,carved,Height: 4.50 centimetres; Width: 53.30 centimetres; Depth: 15.50 centimetres,,"Register 1951:
Wooden carved gameboard with 12 holes in 2 rows, ending in human head, & with the holes much grooved & worn by use.
For mancala (warri).  
Probably Yoruba,  S.NIGERIA.",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'
1991 BM, G88, 'Board Games around the world'","Register 1951:
Much grooved & worn by use.",,,,,,Purchased from: Miss B McTaggart,,,,1951,,,"Africa, Oceania and the Americas",,"Af1951,05.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_16/517f5dc4_710a_4fa2_95ae_a3b7010b6504/preview_00084442_001.jpg,mancala-board,"No: Af1990,08.1.a",,,,Mancala board carved from wood.,,,,,,,,,,Found/Acquired: Kilwa Kisiwani,wood,,,carved,"Height: 4.30 centimetres a ; Height: 1.20 centimetres b - largest ; Height: 1.10 centimetres b - smallest ; Width: 32.50 centimetres a ; Width: 2 centimetres b - largest ; Width: 1.50 centimetres b - smallest ; Depth: 61 centimetres a ; Depth: 1.90 centimetres b - largest ; Depth: 1.30 centimetres b - smallest ",,"Kilwa does not appear to exist on its own as town name; 3 coastal towns begin Kilwa e.g. Kilwa Kivinje, Masoko, Kisiwani. (AMD,6/1990).",,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'
2006/7, Kenya, Nairobi Gallery, Hazina: Traditions, Trade and Transitions in Eastern Africa",Fair.,,,,,,Purchased from: Stephen Oliver Taylor,,,,1990,,,"Africa, Oceania and the Americas",,"Af1990,08.1.a",,,
,mancala-board,"No: Af1933,1120.32",,,,Mancala (mweso) board made of wood.,,,,,Bunyoro,,,,,Found/Acquired: Uganda,wood,,,,Height: 12 centimetres; Width: 49 centimetres; Depth: 30 centimetres,,,,Not on display,,,,,,,,Donated by: Katikiro Bunyoro-Kitara; Donated by: E J Wayland,,,,1933,,,"Africa, Oceania and the Americas",,"Af1933,1120.32",,,
,mancala-board,"No: Af1989,05.3.a",,,,Game-board (for mancala ?) made of wood.,,,,,Fulbe,,,,,Found/Acquired: Bafata,wood,,,,Height: 7 centimetres; Weight: 38 grammes; Width: 62 centimetres; Depth: 13 centimetres,,,,Not on display,"Exhibited:
1997, London, Museum of Mankind (Room 2), 'Count and Capture'",,,,,,,,,,Previous owner/ex-collection: Malcolm Donald McLeod,1989,,,"Africa, Oceania and the Americas",,"Af1989,05.3.a",,,
